ordinal	row_key	catalog_source	catalog_key	deployed	name	example	dataset	formula	family_explicit	family_description_claim	claimed_source_url	dataset_source_urls	source_file	hidden_claim	verified_claim	deployed_renderer_family_claim	deployed_family_provenance	retrieved_at	http_status	curl_exit	final_url	content_type	citation_authority_class	data_only_citation	formula_exact_observed	formula_terms_observed	formula_terms_missing	formula_support	family_support	dataset_support	semantic_support_verdict	semantic_support_reason	correction_with_evidence	evidence_anchor	body_sha256
196	kruschke/guber1999_base	kruschke	guber1999_base	true	Guber 1999 — Base Multiple Regression	guber1999	guber1999	satt_z ~ 1 + spend_z + prcnt_take_z			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.007548+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false		satt_z,spend_z,prcnt_take_z	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.			b312ecb8cee1a9ddf956e55aa478992826e05e03e54509212f599e8d4362dd19
197	kruschke/guber1999_complement	kruschke	guber1999_complement	true	Guber 1999 — Complement Proportion Predictor	guber1999	guber1999	satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.007548+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false		satt_z,intercept,spend_z,prcnt_take_z,prop_not_take_z	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.			b312ecb8cee1a9ddf956e55aa478992826e05e03e54509212f599e8d4362dd19
198	kruschke/guber1999_interaction	kruschke	guber1999_interaction	true	Guber 1999 — Interaction Term	guber1999	guber1999	satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.007548+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false		satt_z,spend_z,prcnt_take_z,interaction_z	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.			b312ecb8cee1a9ddf956e55aa478992826e05e03e54509212f599e8d4362dd19
199	kruschke/fruitfly_hierarchical	kruschke	fruitfly_hierarchical	true	Fruitfly — Hierarchical One-Way ANOVA	fruitfly	fruitfly	Longevity ~ 1 + (1 | CompanionNumber)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.985423+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	longevity,companionnumber		not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=484; matched_terms=one; context_sha256=4bad4b52c4db734f	8d9575b76856558b1f244348d63080da3a0bd1d57d3fd3ff05c12f51ef51699e
200	kruschke/fruitfly_pooled	kruschke	fruitfly_pooled	true	Fruitfly — Pooled Baseline	fruitfly	fruitfly	Longevity ~ 1			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.985423+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	longevity		not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.			8d9575b76856558b1f244348d63080da3a0bd1d57d3fd3ff05c12f51ef51699e
201	kruschke/fruitfly_robust	kruschke	fruitfly_robust	true	Fruitfly — Robust ANOVA with Heterogeneous Sigma	fruitfly	fruitfly	bf(Longevity ~ 0 + CompanionNumber, sigma ~ 0 + CompanionNumber)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.985423+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	longevity,companionnumber		not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.			8d9575b76856558b1f244348d63080da3a0bd1d57d3fd3ff05c12f51ef51699e
202	kruschke/fruitfly_ancova	kruschke	fruitfly_ancova	true	Fruitfly — ANCOVA with Thorax Covariate	fruitfly	fruitfly	Longevity ~ 1 + thorax_c + (1 | CompanionNumber)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.985423+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	longevity,companionnumber	thorax_c	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=26; matched_terms=thorax; context_sha256=c590a6dcf7a426d9	8d9575b76856558b1f244348d63080da3a0bd1d57d3fd3ff05c12f51ef51699e
203	kruschke/fruitfly_anhecova	kruschke	fruitfly_anhecova	true	Fruitfly — ANHECOVA with Random Thorax Slope	fruitfly	fruitfly	Longevity ~ 1 + thorax_c + (1 + thorax_c | CompanionNumber)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.985423+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	longevity,companionnumber	thorax_c	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=26; matched_terms=thorax; context_sha256=c590a6dcf7a426d9	8d9575b76856558b1f244348d63080da3a0bd1d57d3fd3ff05c12f51ef51699e
204	kruschke/salary_anova	kruschke	salary_anova	true	Salary — Two-Way Random Effects ANOVA	salary	salary	Salary ~ 1 + (1 | Pos) + (1 | Org) + (1 | Pos:Org)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Salary.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Salary.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.187978+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Salary.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	salary,pos,org		not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=38; matched_terms=salary; context_sha256=21df16d2d4f4c1c5	ce8a8abd352b9d86ca51c35735979269870ff7c529130a4922e1d61bda9b9c0e
205	kruschke/salary_robust	kruschke	salary_robust	true	Salary — Robust ANOVA with Heterogeneous Residual Variance	salary	salary	bf(Salary ~ 1 + (1 | Pos) + (1 | Org) + (1 | Pos:Org), sigma ~ 1 + (1 | Pos:Org))			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Salary.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Salary.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.187978+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Salary.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	salary,pos,org		not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=38; matched_terms=salary; context_sha256=21df16d2d4f4c1c5	ce8a8abd352b9d86ca51c35735979269870ff7c529130a4922e1d61bda9b9c0e
206	kruschke/splitplot_field	kruschke	splitplot_field	true	Split-Plot ANOVA — With Field Blocking	splitplot	splitplot	Yield ~ 1 + (1 | Till) + (1 | Fert) + (1 | Field) + (1 | Till:Fert)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SplitPlotAgriData.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SplitPlotAgriData.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.281330+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SplitPlotAgriData.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	yield,till,fert,field		not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=1; matched_terms=field; context_sha256=7212e8df20e3ce5d	57796f7dabaeb5aceb77965af55317517d9fcd8ad4dd9c1e1ec4e57ac6feb397
207	kruschke/splitplot_nofield	kruschke	splitplot_nofield	true	Split-Plot ANOVA — Without Field Blocking	splitplot	splitplot	Yield ~ 1 + (1 | Till) + (1 | Fert) + (1 | Till:Fert)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SplitPlotAgriData.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SplitPlotAgriData.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.281330+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SplitPlotAgriData.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	yield,till,fert		not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=1; matched_terms=field; context_sha256=7212e8df20e3ce5d	57796f7dabaeb5aceb77965af55317517d9fcd8ad4dd9c1e1ec4e57ac6feb397
208	kruschke/htwt110_single	kruschke	htwt110_single	true	Logistic Regression — Single Predictor (Weight)	htwt110	htwt110	male ~ 1 + weight_z			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.155256+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	male	weight_z	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=17; matched_terms=weight; context_sha256=c56cf755888c515c	5e92e84f20b1948e3ef853e7165f9bbbd7b1f0a98b0a2d007008fb014afeacbe
209	kruschke/htwt110_two_pred	kruschke	htwt110_two_pred	true	Logistic Regression — Two Predictors (Weight and Height)	htwt110	htwt110	male ~ 1 + weight_z + height_z			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.155256+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	male	weight_z,height_z	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=17; matched_terms=height,weight; context_sha256=c56cf755888c515c	5e92e84f20b1948e3ef853e7165f9bbbd7b1f0a98b0a2d007008fb014afeacbe
210	kruschke/htwt110_robust	kruschke	htwt110_robust	true	Robust Logistic Regression — Mixture with Guessing	htwt110	htwt110	bf(male ~ a * 0.5 + (1 - a) * 1 / (1 + exp(-(b0 + b1 * weight_z))), a + b0 + b1 ~ 1, nl = TRUE)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.155256+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData110.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	male	weight_z	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.			5e92e84f20b1948e3ef853e7165f9bbbd7b1f0a98b0a2d007008fb014afeacbe
211	kruschke/softmax_categorical	kruschke	softmax_categorical	true	Softmax — Categorical Regression with Two Predictors	softmax	softmax1	Y ~ 0 + Intercept + X1 + X2			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.191100+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false		intercept	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.			2379a4153441611caa1fa0c15ad3825e22e7f241aed9c1b7d8b677cdeb801beb
212	kruschke/softmax_baseline	kruschke	softmax_baseline	true	Softmax — Intercepts-Only Baseline	softmax	softmax1	Y ~ 1			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.191100+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SoftmaxRegData1.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false			not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.			2379a4153441611caa1fa0c15ad3825e22e7f241aed9c1b7d8b677cdeb801beb
